   2.2565170e-05  -7.9121342e-04   8.4064939e-02
  -7.1784976e-04   1.0278732e-04  -8.0261585e-02
   4.1350503e-04   2.2246865e-04  -1.1964506e+00
  -5.6258841e-05  -8.0027040e-04   1.5610168e-01
  -3.9928669e-04  -1.7678735e-04   1.1918624e+00
  -7.3146725e-04   1.5832594e-04  -6.1216808e-02
  -8.4315087e-05  -8.2724607e-04   4.0913783e-01
   8.0327099e-04  -9.4438104e-05  -2.2906094e-01
  -2.0247515e-04  -3.1067462e-05   1.1146820e+00
  -1.1225552e-04  -7.6957587e-04   9.7178315e-02
   4.6942742e-04   1.9092981e-04  -1.1903362e+00
   6.7812682e-04  -2.6021787e-04   1.8566998e-01
   1.7570823e-05  -6.7847285e-04  -2.4400782e-01
  -7.0937187e-04   2.3908054e-04  -1.1204472e-01
   4.3413298e-04   4.1964426e-04  -1.1758706e+00
   1.2902059e-04  -7.5905053e-04  -6.0285428e-02
   7.8329860e-04   9.9427848e-06  -1.5605817e-01
  -2.5780318e-04  -3.4570883e-04   1.2042476e+00
  -8.8205787e-06  -7.3652924e-04  -7.2995373e-02
  -2.5912847e-04  -3.5994749e-04   1.1939141e+00
  -7.8846833e-04   1.2770382e-04   1.5554420e-01
  -5.7279842e-05  -8.1919997e-04   2.7250011e-01
   5.3290524e-04   7.6339948e-05  -1.1420242e+00
   6.3806957e-04  -1.3703295e-04   2.8301236e-01
