   2.4822259e-05  -7.8937730e-04   8.2614471e-02
  -6.9543610e-04   1.0547106e-04  -1.3582128e-01
  -4.4324892e-04  -2.1228401e-04   1.1857562e+00
  -5.6763978e-05  -7.9560686e-04   1.4963777e-01
  -4.2853352e-04  -1.7564398e-04   1.1863365e+00
   7.1260796e-04  -1.7011333e-04   1.1876248e-01
  -8.6034447e-05  -8.3584540e-04   4.1546571e-01
   7.9491966e-04  -1.0394351e-04  -1.7594175e-01
   2.6255978e-04   3.4500476e-05  -1.1438750e+00
  -9.9546087e-05  -7.7355249e-04   9.2851335e-02
   5.3236215e-04   1.8138078e-04  -1.2039339e+00
  -6.3522567e-04   2.7309780e-04  -2.5704145e-01
   2.1847540e-05  -6.7575466e-04  -2.4912273e-01
  -6.8414567e-04   2.5690878e-04  -1.7131261e-01
  -4.6797477e-04  -4.0983096e-04   1.1682835e+00
   1.2951417e-04  -7.7117406e-04  -5.5542537e-02
   7.8170643e-04  -1.2166870e-05  -1.0637028e-01
   3.0378282e-04   3.5450373e-04  -1.2216604e+00
  -6.1355041e-06  -7.2392307e-04  -8.6415819e-02
  -3.0019229e-04  -3.6880710e-04   1.2080252e+00
   7.7154556e-04  -1.5318181e-04  -9.2741653e-02
  -5.5947958e-05  -8.2662030e-04   2.7800195e-01
   5.8437285e-04   6.2873994e-05  -1.1389170e+00
  -5.9963377e-04   1.3600637e-04  -3.4272415e-01
