  -1.4151306e+02  -1.3506736e+03  -1.4485203e+02   7.4442326e+02
  -1.3011875e+03  -9.7133780e+01   7.9530757e+01  -8.3618547e+02
  -2.8584867e-01  -5.2228660e-01   8.0343466e-01   8.4232091e-01
  -2.6084062e+02  -9.9510365e+01   1.3226770e+03   2.1386820e+02
  -1.2919905e+03   1.6342851e+02  -4.6363904e+00  -6.1849990e+02
  -2.8550863e-01   8.3118212e-01   4.7709654e-01   9.0705411e-01
  -1.7615296e+02   1.3274980e+03  -2.6816552e+02   1.4765489e+03
  -1.2165988e+03   1.5042932e+01  -4.4419343e+02  -9.0833996e+01
  -7.7127238e-02   3.0516146e-01  -9.4917220e-01   1.9056234e+00
  -4.0233280e+02   2.4735400e+02  -1.3038948e+03   1.5104487e+03
  -1.2855643e+03  -1.2058324e+02   1.0040360e+02  -4.9353541e+02
  -3.7158470e-01  -7.3940070e-01  -5.6143692e-01   1.5107819e+00
  -3.3368726e+02  -1.2938806e+03  -2.6088459e+02   7.0466384e+02
  -1.2762842e+03   1.3214819e+02  -2.5277491e+02  -6.1009527e+02
  -5.8138116e-01  -4.7192749e-01   6.6278231e-01   6.6978310e-01
  -7.2984381e+01   1.3352354e+03  -1.1294106e+02   1.3764194e+03
  -1.2809036e+03   1.9623024e+02   4.1150199e+01  -1.8447171e+02
  -3.8984360e-01   3.8896727e-01  -8.3470140e-01   1.7182017e+00
  -3.2031594e+02   7.8746118e+01   1.3241910e+03   5.5221691e+02
  -1.3210033e+03  -9.8238553e+01  -4.8727488e+01  -2.3834238e+02
  -4.8289701e-01   8.1737358e-01   3.1418291e-01   8.9633728e-01
  -1.8916042e+02   3.4823372e+02  -1.3106642e+03   1.4460212e+03
  -1.2528443e+03  -2.6366414e+02  -1.4005896e+02  -5.2538283e+02
  -1.6622066e-01  -7.1390565e-01  -6.8022748e-01   1.6950847e+00
