   2.4639349e+02  -1.2126130e+03   5.3967566e+02   1.5109815e+03
   1.2961657e+03   1.4584824e+01   3.2558865e+01   1.7751061e+03
   3.6788791e-01  -3.0179896e-02   9.2938025e-01   2.4050670e+00
   1.2006240e+02   4.3656701e+02   1.2706790e+03   1.3450437e+03
   1.2740417e+03  -1.1625113e+02   1.7069345e+02   1.6182657e+03
   4.5290466e-01   8.7797751e-01   1.5502536e-01   2.5608033e+00
   4.1467621e+02  -1.2563820e+03   2.7324437e+02   1.5468070e+03
   1.2841907e+03   1.2270089e+02  -1.8773643e+02   2.2735525e+03
   5.4006995e-01  -1.4150187e-01   8.2963948e-01   2.8052752e+00
   3.1674116e+02   6.7913038e+02   1.1285862e+03   2.2582894e+03
   1.2627146e+03  -2.9414655e+02   1.0634629e+02   2.1857116e+03
   5.9414301e-01   7.9968375e-01  -8.6602516e-02   2.9438648e+00
   1.8688915e+02   1.1645098e+03  -6.5739405e+02   2.2676305e+03
   1.3090626e+03   2.4141020e+01  -8.5750956e+01   2.3887458e+03
   3.4580028e-01  -5.1528348e-02  -9.3689220e-01   3.0294582e+00
   3.5579344e+02   1.2729045e+03  -2.5904778e+02   2.2485749e+03
   1.1580821e+03   5.1957963e+01   5.9034828e+02   1.3670658e+03
   7.6567629e-01   1.4736153e-01  -6.2611852e-01   3.7088335e+00
   5.0395452e+02  -7.6299386e+01  -1.2578400e+03   2.1932975e+03
   1.2815363e+03  -6.8755786e+00   2.5351863e+02   2.7373324e+03
   4.5083858e-01  -8.5034743e-01  -2.7139238e-01   3.0862547e+00
   3.9699115e+02  -4.9572536e+02  -1.1881646e+03   2.1840782e+03
   1.2851372e+03  -3.2615187e+01   1.7831098e+02   1.8124257e+03
   3.7057957e-01  -9.2875855e-01  -8.8505664e-03   2.6172003e+00
