  -1.1699113e+00  -9.8162944e-01  -7.4672501e-01   1.0000000e+00   9.9345700e+02   7.2085700e+01   1.0000000e+00
  -1.2202984e+00  -9.1534868e-01  -6.8296775e-01   1.0000000e+00   9.7742400e+02   5.5575800e+01   1.0000000e+00
  -1.3017673e+00  -7.9097119e-01  -5.9367974e-01   1.0000000e+00   9.5781600e+02   2.6342100e+01   1.0000000e+00
  -1.3201978e+00  -7.2507912e-01  -5.5629363e-01   1.0000000e+00   9.5102500e+02   2.0325000e+01   1.0000000e+00
  -1.3255773e+00  -6.5305058e-01  -5.2393953e-01   1.0000000e+00   9.4734800e+02   1.9195700e+01   1.0000000e+00
  -1.3270969e+00  -5.7873316e-01  -5.0169740e-01   1.0000000e+00   9.4835400e+02   1.9354200e+01   1.0000000e+00
  -1.3316678e+00  -5.0802962e-01  -4.9407502e-01   1.0000000e+00   9.5530600e+02   1.7061200e+01   1.0000000e+00
  -1.3372178e+00  -4.4125125e-01  -4.9485361e-01   1.0000000e+00   9.6552800e+02   1.3773600e+01   1.0000000e+00
  -1.3414968e+00  -3.7907191e-01  -4.9442938e-01   1.0000000e+00   9.7550000e+02   1.1240700e+01   1.0000000e+00
  -1.3472734e+00  -3.1364893e-01  -4.8246364e-01   1.0000000e+00   9.8064900e+02   8.5438600e+00   1.0000000e+00
  -1.3514988e+00  -2.4752225e-01  -4.6968516e-01   1.0000000e+00   9.8606300e+02   6.3015900e+00   1.0000000e+00
  -1.3494337e+00  -1.8781528e-01  -4.6297946e-01   1.0000000e+00   9.9348400e+02   7.2343800e+00   1.0000000e+00
  -1.3404927e+00  -1.3682386e-01  -4.6232039e-01   1.0000000e+00   1.0029400e+03   1.1578100e+01   1.0000000e+00
  -1.3258054e+00  -9.0189137e-02  -4.5985849e-01   1.0000000e+00   1.0110500e+03   1.9630800e+01   1.0000000e+00
  -1.3097508e+00  -4.7675319e-02  -4.5430178e-01   1.0000000e+00   1.0169400e+03   2.9042900e+01   1.0000000e+00
  -1.3013776e+00  -1.7591834e-02  -4.5196621e-01   1.0000000e+00   1.0220400e+03   3.3944400e+01   1.0000000e+00
  -1.3052150e+00  -8.4210095e-04  -4.5971887e-01   1.0000000e+00   1.0296400e+03   3.1013700e+01   1.0000000e+00
  -1.3116143e+00   2.0506209e-02  -4.7095261e-01   1.0000000e+00   1.0402800e+03   2.6270300e+01   1.0000000e+00
  -1.3111453e+00   5.0342986e-02  -4.8143752e-01   1.0000000e+00   1.0526800e+03   2.5421100e+01   1.0000000e+00
  -1.3022691e+00   7.9321023e-02  -4.9739379e-01   1.0000000e+00   1.0683600e+03   2.9626500e+01   1.0000000e+00
  -1.2895017e+00   9.8802521e-02  -5.2390384e-01   1.0000000e+00   1.0878700e+03   3.5227800e+01   1.0000000e+00
  -1.2711158e+00   1.1249744e-01  -5.6119384e-01   1.0000000e+00   1.1123100e+03   4.3595200e+01   1.0000000e+00
  -1.2466102e+00   1.2225993e-01  -6.0923488e-01   1.0000000e+00   1.1416400e+03   5.4678600e+01   1.0000000e+00
  -1.2157818e+00   1.2869235e-01  -6.6814154e-01   1.0000000e+00   1.1761100e+03   6.8642000e+01   1.0000000e+00
  -1.1783565e+00   1.3074263e-01  -7.3334388e-01   1.0000000e+00   1.2123100e+03   8.6012800e+01   1.0000000e+00
  -1.1400454e+00   1.2451444e-01  -7.9568312e-01   1.0000000e+00   1.2437600e+03   1.0385300e+02   1.0000000e+00
  -1.1105610e+00   1.1149430e-01  -8.3854077e-01   1.0000000e+00   1.2621600e+03   1.1704100e+02   1.0000000e+00
  -1.0897819e+00   9.4589071e-02  -8.6206794e-01   1.0000000e+00   1.2689100e+03   1.2661200e+02   1.0000000e+00
  -1.0749971e+00   7.5094774e-02  -8.7165446e-01   1.0000000e+00   1.2674300e+03   1.3353600e+02   1.0000000e+00
  -1.0650516e+00   5.3213037e-02  -8.6717849e-01   1.0000000e+00   1.2580000e+03   1.3850000e+02   1.0000000e+00
  -1.0581437e+00   2.6201700e-02  -8.4451779e-01   1.0000000e+00   1.2379400e+03   1.4287000e+02   1.0000000e+00
  -1.0534347e+00  -6.9888077e-03  -8.0644101e-01   1.0000000e+00   1.2088400e+03   1.4689600e+02   1.0000000e+00
  -1.0489458e+00  -4.4027627e-02  -7.6019688e-01   1.0000000e+00   1.1755800e+03   1.5085500e+02   1.0000000e+00
  -1.0420535e+00  -8.7018324e-02  -7.1065747e-01   1.0000000e+00   1.1400000e+03   1.5600000e+02   1.0000000e+00
  -1.0339970e+00  -1.4168061e-01  -6.5616215e-01   1.0000000e+00   1.1010200e+03   1.6118200e+02   1.0000000e+00
  -1.0232827e+00  -2.0680201e-01  -5.9735214e-01   1.0000000e+00   1.0593200e+03   1.6737100e+02   1.0000000e+00
  -1.0160296e+00  -2.7643277e-01  -5.4386104e-01   1.0000000e+00   1.0214700e+03   1.7086200e+02   1.0000000e+00
